# Preset Configuration File
layer_num=0,v=5.3,r=6370
layer_num=4489,v=9.756968325791854,r=1881
layer_num=4490,v=9.757918552036198,r=1880
layer_num=4491,v=9.758868778280544,r=1879
layer_num=4492,v=9.759819004524886,r=1878
layer_num=4493,v=9.760769230769231,r=1877
layer_num=4494,v=9.761719457013575,r=1876
layer_num=4495,v=9.762669683257919,r=1875
layer_num=4496,v=9.763619909502262,r=1874
layer_num=4497,v=9.764570135746606,r=1873
layer_num=4498,v=9.76552036199095,r=1872
layer_num=4499,v=9.766470588235293,r=1871
layer_num=4500,v=9.767420814479637,r=1870
layer_num=4501,v=9.76837104072398,r=1869
layer_num=4502,v=9.769321266968326,r=1868
layer_num=4503,v=9.77027149321267,r=1867
layer_num=4504,v=9.771221719457014,r=1866
layer_num=4505,v=9.772171945701357,r=1865
layer_num=4506,v=9.773122171945701,r=1864
layer_num=4507,v=9.774072398190045,r=1863
layer_num=4508,v=9.775022624434389,r=1862
layer_num=4509,v=9.775972850678732,r=1861
layer_num=4510,v=9.776923076923076,r=1860
layer_num=4511,v=9.777873303167421,r=1859
layer_num=4512,v=9.778823529411765,r=1858
layer_num=4513,v=9.779773755656109,r=1857
layer_num=4514,v=9.780723981900453,r=1856
layer_num=4515,v=9.781674208144796,r=1855
layer_num=4516,v=9.78262443438914,r=1854
layer_num=4517,v=9.783574660633484,r=1853
layer_num=4518,v=9.784524886877827,r=1852
layer_num=4519,v=9.785475113122171,r=1851
layer_num=4520,v=9.786425339366515,r=1850
layer_num=4521,v=9.787375565610859,r=1849
layer_num=4522,v=9.788325791855204,r=1848
layer_num=4523,v=9.789276018099548,r=1847
layer_num=4524,v=9.790226244343891,r=1846
layer_num=4525,v=9.791176470588235,r=1845
layer_num=4526,v=9.792126696832579,r=1844
layer_num=4527,v=9.793076923076923,r=1843
layer_num=4528,v=9.794027149321266,r=1842
layer_num=4529,v=9.79497737556561,r=1841
layer_num=4530,v=9.795927601809954,r=1840
layer_num=4531,v=9.7968778280543,r=1839
layer_num=4532,v=9.797828054298643,r=1838
layer_num=4533,v=9.798778280542987,r=1837
layer_num=4534,v=9.79972850678733,r=1836
layer_num=4535,v=9.800678733031674,r=1835
layer_num=4536,v=9.801628959276018,r=1834
layer_num=4537,v=9.802579185520361,r=1833
layer_num=4538,v=9.803529411764705,r=1832
layer_num=4539,v=9.804479638009049,r=1831
layer_num=4540,v=9.805429864253393,r=1830
layer_num=4541,v=9.806380090497736,r=1829
layer_num=4542,v=9.807330316742082,r=1828
layer_num=4543,v=9.808280542986425,r=1827
layer_num=4544,v=9.80923076923077,r=1826
layer_num=4545,v=9.810180995475113,r=1825
layer_num=4546,v=9.811131221719457,r=1824
layer_num=4547,v=9.8120814479638,r=1823
layer_num=4548,v=9.813031674208144,r=1822
layer_num=4549,v=9.813981900452488,r=1821
layer_num=4550,v=9.814932126696831,r=1820
layer_num=4551,v=9.815882352941177,r=1819
layer_num=4552,v=9.81683257918552,r=1818
layer_num=4553,v=9.817782805429864,r=1817
layer_num=4554,v=9.818733031674208,r=1816
layer_num=4555,v=9.819683257918552,r=1815
layer_num=4556,v=9.820633484162895,r=1814
layer_num=4557,v=9.82158371040724,r=1813
layer_num=4558,v=9.822533936651583,r=1812
layer_num=4559,v=9.823484162895927,r=1811
layer_num=4560,v=9.824434389140272,r=1810
layer_num=4561,v=9.825384615384616,r=1809
layer_num=4562,v=9.82633484162896,r=1808
layer_num=4563,v=9.827285067873303,r=1807
layer_num=4564,v=9.828235294117647,r=1806
layer_num=4565,v=9.82918552036199,r=1805
layer_num=4566,v=9.830135746606334,r=1804
layer_num=4567,v=9.831085972850678,r=1803
layer_num=4568,v=9.832036199095022,r=1802
layer_num=4569,v=9.832986425339366,r=1801
layer_num=4570,v=9.83393665158371,r=1800
layer_num=4571,v=9.834886877828055,r=1799
layer_num=4572,v=9.835837104072398,r=1798
layer_num=4573,v=9.836787330316742,r=1797
layer_num=4574,v=9.837737556561086,r=1796
layer_num=4575,v=9.83868778280543,r=1795
layer_num=4576,v=9.839638009049773,r=1794
layer_num=4577,v=9.840588235294117,r=1793
layer_num=4578,v=9.84153846153846,r=1792
layer_num=4579,v=9.842488687782804,r=1791
layer_num=4580,v=9.84343891402715,r=1790
layer_num=4581,v=9.844389140271494,r=1789
layer_num=4582,v=9.845339366515837,r=1788
layer_num=4583,v=9.846289592760181,r=1787
layer_num=4584,v=9.847239819004525,r=1786
layer_num=4585,v=9.848190045248868,r=1785
layer_num=4586,v=9.849140271493212,r=1784
layer_num=4587,v=9.850090497737556,r=1783
layer_num=4588,v=9.8510407239819,r=1782
layer_num=4589,v=9.851990950226243,r=1781
layer_num=4590,v=9.852941176470587,r=1780
layer_num=4591,v=9.853891402714932,r=1779
layer_num=4592,v=9.854841628959276,r=1778
layer_num=4593,v=9.85579185520362,r=1777
layer_num=4594,v=9.856742081447964,r=1776
layer_num=4595,v=9.857692307692307,r=1775
layer_num=4596,v=9.858642533936651,r=1774
layer_num=4597,v=9.859592760180995,r=1773
layer_num=4598,v=9.860542986425338,r=1772
layer_num=4599,v=9.861493212669682,r=1771
layer_num=4600,v=9.862443438914028,r=1770
layer_num=4601,v=9.863393665158371,r=1769
layer_num=4602,v=9.864343891402715,r=1768
layer_num=4603,v=9.865294117647059,r=1767
layer_num=4604,v=9.866244343891402,r=1766
layer_num=4605,v=9.867194570135746,r=1765
layer_num=4606,v=9.86814479638009,r=1764
layer_num=4607,v=9.869095022624434,r=1763
layer_num=4608,v=9.870045248868777,r=1762
layer_num=4609,v=9.870995475113123,r=1761
layer_num=4610,v=9.871945701357465,r=1760
layer_num=4611,v=9.87289592760181,r=1759
layer_num=4612,v=9.873846153846154,r=1758
layer_num=4613,v=9.874796380090498,r=1757
layer_num=4614,v=9.875746606334841,r=1756
layer_num=4615,v=9.876696832579185,r=1755
layer_num=4616,v=9.877647058823529,r=1754
layer_num=4617,v=9.878597285067872,r=1753
layer_num=4618,v=9.879547511312216,r=1752
layer_num=4619,v=9.88049773755656,r=1751
layer_num=4620,v=9.881447963800905,r=1750
layer_num=4621,v=9.882398190045249,r=1749
layer_num=4622,v=9.883348416289593,r=1748
layer_num=4623,v=9.884298642533937,r=1747
layer_num=4624,v=9.88524886877828,r=1746
layer_num=4625,v=9.886199095022624,r=1745
layer_num=4626,v=9.887149321266968,r=1744
layer_num=4627,v=9.888099547511311,r=1743
layer_num=4628,v=9.889049773755655,r=1742
layer_num=4629,v=9.89,r=1741
layer_num=4630,v=9.890950226244344,r=1740
layer_num=4631,v=9.891900452488688,r=1739
layer_num=4632,v=9.892850678733032,r=1738
layer_num=4633,v=9.893800904977375,r=1737
layer_num=4634,v=9.89475113122172,r=1736
layer_num=4635,v=9.895701357466063,r=1735
layer_num=4636,v=9.896651583710407,r=1734
layer_num=4637,v=9.89760180995475,r=1733
layer_num=4638,v=9.898552036199094,r=1732
layer_num=4639,v=9.899502262443438,r=1731
layer_num=4640,v=9.900452488687783,r=1730
layer_num=4641,v=9.901402714932127,r=1729
layer_num=4642,v=9.90235294117647,r=1728
layer_num=4643,v=9.903303167420814,r=1727
layer_num=4644,v=9.904253393665158,r=1726
layer_num=4645,v=9.905203619909502,r=1725
layer_num=4646,v=9.906153846153845,r=1724
layer_num=4647,v=9.90710407239819,r=1723
layer_num=4648,v=9.908054298642533,r=1722
layer_num=4649,v=9.909004524886878,r=1721
layer_num=4650,v=9.909954751131222,r=1720
layer_num=4651,v=9.910904977375566,r=1719
layer_num=4652,v=9.91185520361991,r=1718
layer_num=4653,v=9.912805429864253,r=1717
layer_num=4654,v=9.913755656108597,r=1716
layer_num=4655,v=9.91470588235294,r=1715
layer_num=4656,v=9.915656108597284,r=1714
layer_num=4657,v=9.916606334841628,r=1713
layer_num=4658,v=9.917556561085973,r=1712
layer_num=4659,v=9.918506787330315,r=1711
layer_num=4660,v=9.919457013574661,r=1710
layer_num=4661,v=9.920407239819005,r=1709
layer_num=4662,v=9.921357466063348,r=1708
layer_num=4663,v=9.922307692307692,r=1707
layer_num=4664,v=9.923257918552036,r=1706
layer_num=4665,v=9.92420814479638,r=1705
layer_num=4666,v=9.925158371040723,r=1704
layer_num=4667,v=9.926108597285067,r=1703
layer_num=4668,v=9.92705882352941,r=1702
layer_num=4669,v=9.928009049773756,r=1701
layer_num=4670,v=9.9289592760181,r=1700
layer_num=4671,v=9.929909502262444,r=1699
layer_num=4672,v=9.930859728506787,r=1698
layer_num=4673,v=9.931809954751131,r=1697
layer_num=4674,v=9.932760180995475,r=1696
layer_num=4675,v=9.933710407239818,r=1695
layer_num=4676,v=9.934660633484162,r=1694
layer_num=4677,v=9.935610859728506,r=1693
layer_num=4678,v=9.936561085972851,r=1692
layer_num=4679,v=9.937511312217195,r=1691
layer_num=4680,v=9.938461538461539,r=1690
layer_num=4681,v=9.939411764705882,r=1689
layer_num=4682,v=9.940361990950226,r=1688
layer_num=4683,v=9.94131221719457,r=1687
layer_num=4684,v=9.942262443438914,r=1686
layer_num=4685,v=9.943212669683257,r=1685
layer_num=4686,v=9.944162895927601,r=1684
layer_num=4687,v=9.945113122171945,r=1683
layer_num=4688,v=9.946063348416288,r=1682
layer_num=4689,v=9.947013574660634,r=1681
layer_num=4690,v=9.947963800904978,r=1680
layer_num=4691,v=9.948914027149321,r=1679
layer_num=4692,v=9.949864253393665,r=1678
layer_num=4693,v=9.950814479638009,r=1677
layer_num=4694,v=9.951764705882352,r=1676
layer_num=4695,v=9.952714932126696,r=1675
layer_num=4696,v=9.95366515837104,r=1674
layer_num=4697,v=9.954615384615384,r=1673
layer_num=4698,v=9.955565610859729,r=1672
layer_num=4699,v=9.956515837104073,r=1671
layer_num=4700,v=9.957466063348416,r=1670
layer_num=4701,v=9.95841628959276,r=1669
layer_num=4702,v=9.959366515837104,r=1668
layer_num=4703,v=9.960316742081448,r=1667
layer_num=4704,v=9.961266968325791,r=1666
layer_num=4705,v=9.962217194570135,r=1665
layer_num=4706,v=9.963167420814479,r=1664
layer_num=4707,v=9.964117647058822,r=1663
layer_num=4708,v=9.965067873303166,r=1662
layer_num=4709,v=9.966018099547512,r=1661
layer_num=4710,v=9.966968325791855,r=1660
layer_num=4711,v=9.967918552036199,r=1659
layer_num=4712,v=9.968868778280543,r=1658
layer_num=4713,v=9.969819004524886,r=1657
layer_num=4714,v=9.97076923076923,r=1656
layer_num=4715,v=9.971719457013574,r=1655
layer_num=4716,v=9.972669683257918,r=1654
layer_num=4717,v=9.973619909502261,r=1653
layer_num=4718,v=9.974570135746607,r=1652
layer_num=4719,v=9.97552036199095,r=1651
layer_num=4720,v=9.976470588235294,r=1650
layer_num=4721,v=9.977420814479638,r=1649
layer_num=4722,v=9.978371040723982,r=1648
layer_num=4723,v=9.979321266968325,r=1647
layer_num=4724,v=9.980271493212669,r=1646
layer_num=4725,v=9.981221719457013,r=1645
layer_num=4726,v=9.982171945701356,r=1644
layer_num=4727,v=9.983122171945702,r=1643
layer_num=4728,v=9.984072398190046,r=1642
layer_num=4729,v=9.98502262443439,r=1641
layer_num=4730,v=9.985972850678733,r=1640
layer_num=4731,v=9.986923076923077,r=1639
layer_num=4732,v=9.98787330316742,r=1638
layer_num=4733,v=9.988823529411764,r=1637
layer_num=4734,v=9.989773755656108,r=1636
layer_num=4735,v=9.990723981900452,r=1635
layer_num=4736,v=9.991674208144795,r=1634
layer_num=4737,v=9.992624434389139,r=1633
layer_num=4738,v=9.993574660633485,r=1632
layer_num=4739,v=9.994524886877828,r=1631
layer_num=4740,v=9.995475113122172,r=1630
layer_num=4741,v=9.996425339366516,r=1629
layer_num=4742,v=9.99737556561086,r=1628
layer_num=4743,v=9.998325791855203,r=1627
layer_num=4744,v=9.999276018099547,r=1626
layer_num=4745,v=10.00022624434389,r=1625
layer_num=4746,v=10.001176470588234,r=1624
layer_num=4747,v=10.00212669683258,r=1623
layer_num=4748,v=10.003076923076922,r=1622
layer_num=4749,v=10.004027149321267,r=1621
layer_num=4750,v=10.00497737556561,r=1620
layer_num=4751,v=10.005927601809955,r=1619
layer_num=4752,v=10.006877828054298,r=1618
layer_num=4753,v=10.007828054298642,r=1617
layer_num=4754,v=10.008778280542986,r=1616
layer_num=4755,v=10.00972850678733,r=1615
layer_num=4756,v=10.010678733031675,r=1614
layer_num=4757,v=10.011628959276017,r=1613
layer_num=4758,v=10.012579185520362,r=1612
layer_num=4759,v=10.013529411764706,r=1611
layer_num=4760,v=10.01447963800905,r=1610
layer_num=4761,v=10.015429864253393,r=1609
layer_num=4762,v=10.016380090497737,r=1608
layer_num=4763,v=10.01733031674208,r=1607
layer_num=4764,v=10.018280542986425,r=1606
layer_num=4765,v=10.019230769230768,r=1605
layer_num=4766,v=10.020180995475112,r=1604
layer_num=4767,v=10.021131221719457,r=1603
layer_num=4768,v=10.022081447963801,r=1602
layer_num=4769,v=10.023031674208145,r=1601
layer_num=4770,v=10.023981900452489,r=1600
layer_num=4771,v=10.024932126696832,r=1599
layer_num=4772,v=10.025882352941176,r=1598
layer_num=4773,v=10.02683257918552,r=1597
layer_num=4774,v=10.027782805429863,r=1596
layer_num=4775,v=10.028733031674207,r=1595
layer_num=4776,v=10.029683257918553,r=1594
layer_num=4777,v=10.030633484162895,r=1593
layer_num=4778,v=10.03158371040724,r=1592
layer_num=4779,v=10.032533936651584,r=1591
layer_num=4780,v=10.033484162895927,r=1590
layer_num=4781,v=10.034434389140271,r=1589
layer_num=4782,v=10.035384615384615,r=1588
layer_num=4783,v=10.036334841628959,r=1587
layer_num=4784,v=10.037285067873302,r=1586
layer_num=4785,v=10.038235294117648,r=1585
layer_num=4786,v=10.03918552036199,r=1584
layer_num=4787,v=10.040135746606335,r=1583
layer_num=4788,v=10.041085972850679,r=1582
layer_num=4789,v=10.042036199095023,r=1581
layer_num=4790,v=10.042986425339366,r=1580
layer_num=4791,v=10.04393665158371,r=1579
layer_num=4792,v=10.044886877828054,r=1578
layer_num=4793,v=10.045837104072397,r=1577
layer_num=4794,v=10.046787330316741,r=1576
layer_num=4795,v=10.047737556561085,r=1575
layer_num=4796,v=10.04868778280543,r=1574
layer_num=4797,v=10.049638009049772,r=1573
layer_num=4798,v=10.050588235294118,r=1572
layer_num=4799,v=10.051538461538462,r=1571
layer_num=4800,v=10.052488687782805,r=1570
layer_num=4801,v=10.053438914027149,r=1569
layer_num=4802,v=10.054389140271493,r=1568
layer_num=4803,v=10.055339366515836,r=1567
layer_num=4804,v=10.05628959276018,r=1566
layer_num=4805,v=10.057239819004526,r=1565
layer_num=4806,v=10.058190045248868,r=1564
layer_num=4807,v=10.059140271493213,r=1563
layer_num=4808,v=10.060090497737557,r=1562
layer_num=4809,v=10.0610407239819,r=1561
layer_num=4810,v=10.061990950226244,r=1560
layer_num=4811,v=10.062941176470588,r=1559
layer_num=4812,v=10.063891402714932,r=1558
layer_num=4813,v=10.064841628959275,r=1557
layer_num=4814,v=10.065791855203619,r=1556
layer_num=4815,v=10.066742081447963,r=1555
layer_num=4816,v=10.067692307692308,r=1554
layer_num=4817,v=10.068642533936652,r=1553
layer_num=4818,v=10.069592760180996,r=1552
layer_num=4819,v=10.07054298642534,r=1551
layer_num=4820,v=10.071493212669683,r=1550
layer_num=4821,v=10.072443438914027,r=1549
layer_num=4822,v=10.07339366515837,r=1548
layer_num=4823,v=10.074343891402714,r=1547
layer_num=4824,v=10.075294117647058,r=1546
layer_num=4825,v=10.076244343891403,r=1545
layer_num=4826,v=10.077194570135745,r=1544
layer_num=4827,v=10.07814479638009,r=1543
layer_num=4828,v=10.079095022624434,r=1542
layer_num=4829,v=10.080045248868778,r=1541
layer_num=4830,v=10.080995475113122,r=1540
layer_num=4831,v=10.081945701357466,r=1539
layer_num=4832,v=10.08289592760181,r=1538
layer_num=4833,v=10.083846153846153,r=1537
layer_num=4834,v=10.084796380090497,r=1536
layer_num=4835,v=10.08574660633484,r=1535
layer_num=4836,v=10.086696832579186,r=1534
layer_num=4837,v=10.08764705882353,r=1533
layer_num=4838,v=10.088597285067873,r=1532
layer_num=4839,v=10.089547511312217,r=1531
layer_num=4840,v=10.09049773755656,r=1530
layer_num=4841,v=10.091447963800904,r=1529
layer_num=4842,v=10.092398190045248,r=1528
layer_num=4843,v=10.093348416289592,r=1527
layer_num=4844,v=10.094298642533936,r=1526
layer_num=4845,v=10.095248868778281,r=1525
layer_num=4846,v=10.096199095022623,r=1524
layer_num=4847,v=10.097149321266969,r=1523
layer_num=4848,v=10.098099547511312,r=1522
layer_num=4849,v=10.099049773755656,r=1521
layer_num=2210,v=11.8,r=4160
layer_num=2211,v=11.800157480314962,r=4159
layer_num=2212,v=11.800314960629922,r=4158
layer_num=2213,v=11.800472440944883,r=4157
layer_num=2214,v=11.800629921259842,r=4156
layer_num=2215,v=11.800787401574803,r=4155
layer_num=2216,v=11.800944881889764,r=4154
layer_num=2217,v=11.801102362204725,r=4153
layer_num=2218,v=11.801259842519686,r=4152
layer_num=2219,v=11.801417322834647,r=4151
layer_num=2220,v=11.801574803149608,r=4150
layer_num=2221,v=11.801732283464567,r=4149
layer_num=2222,v=11.801889763779528,r=4148
layer_num=2223,v=11.802047244094489,r=4147
layer_num=2224,v=11.80220472440945,r=4146
layer_num=2225,v=11.80236220472441,r=4145
layer_num=2226,v=11.802519685039371,r=4144
layer_num=2227,v=11.802677165354332,r=4143
layer_num=2228,v=11.802834645669291,r=4142
layer_num=2229,v=11.802992125984252,r=4141
layer_num=2230,v=11.803149606299213,r=4140
layer_num=2231,v=11.803307086614174,r=4139
layer_num=2232,v=11.803464566929135,r=4138
layer_num=2233,v=11.803622047244096,r=4137
layer_num=2234,v=11.803779527559056,r=4136
layer_num=2235,v=11.803937007874016,r=4135
layer_num=2236,v=11.804094488188976,r=4134
layer_num=2237,v=11.804251968503937,r=4133
layer_num=2238,v=11.804409448818898,r=4132
layer_num=2239,v=11.804566929133859,r=4131
layer_num=2240,v=11.80472440944882,r=4130
layer_num=2241,v=11.80488188976378,r=4129
layer_num=2242,v=11.805039370078742,r=4128
layer_num=2243,v=11.8051968503937,r=4127
layer_num=2244,v=11.805354330708662,r=4126
layer_num=2245,v=11.805511811023623,r=4125
layer_num=2246,v=11.805669291338583,r=4124
layer_num=2247,v=11.805826771653544,r=4123
layer_num=2248,v=11.805984251968505,r=4122
layer_num=2249,v=11.806141732283466,r=4121
layer_num=2250,v=11.806299212598425,r=4120
layer_num=2251,v=11.806456692913386,r=4119
layer_num=2252,v=11.806614173228347,r=4118
layer_num=2253,v=11.806771653543308,r=4117
layer_num=2254,v=11.806929133858269,r=4116
layer_num=2255,v=11.80708661417323,r=4115
layer_num=2256,v=11.80724409448819,r=4114
layer_num=2257,v=11.80740157480315,r=4113
layer_num=2258,v=11.80755905511811,r=4112
layer_num=2259,v=11.807716535433071,r=4111
layer_num=2260,v=11.807874015748032,r=4110
layer_num=2261,v=11.808031496062993,r=4109
layer_num=2262,v=11.808188976377954,r=4108
layer_num=2263,v=11.808346456692915,r=4107
layer_num=2264,v=11.808503937007874,r=4106
layer_num=2265,v=11.808661417322835,r=4105
layer_num=2266,v=11.808818897637796,r=4104
layer_num=2267,v=11.808976377952757,r=4103
layer_num=2268,v=11.809133858267717,r=4102
layer_num=2269,v=11.809291338582678,r=4101
layer_num=2270,v=11.80944881889764,r=4100
layer_num=2271,v=11.809606299212598,r=4099
layer_num=2272,v=11.80976377952756,r=4098
layer_num=2273,v=11.80992125984252,r=4097
layer_num=2274,v=11.810078740157481,r=4096
layer_num=2275,v=11.810236220472442,r=4095
layer_num=2276,v=11.810393700787403,r=4094
layer_num=2277,v=11.810551181102364,r=4093
layer_num=2278,v=11.810708661417323,r=4092
layer_num=2279,v=11.810866141732284,r=4091
layer_num=2280,v=11.811023622047244,r=4090
layer_num=2281,v=11.811181102362205,r=4089
layer_num=2282,v=11.811338582677166,r=4088
layer_num=2283,v=11.811496062992127,r=4087
layer_num=2284,v=11.811653543307088,r=4086
layer_num=2285,v=11.811811023622047,r=4085
layer_num=2286,v=11.811968503937008,r=4084
layer_num=2287,v=11.812125984251969,r=4083
layer_num=2288,v=11.81228346456693,r=4082
layer_num=2289,v=11.81244094488189,r=4081
layer_num=2290,v=11.812598425196851,r=4080
layer_num=2291,v=11.812755905511812,r=4079
layer_num=2292,v=11.812913385826773,r=4078
layer_num=2293,v=11.813070866141732,r=4077
layer_num=2294,v=11.813228346456693,r=4076
layer_num=2295,v=11.813385826771654,r=4075
layer_num=2296,v=11.813543307086615,r=4074
layer_num=2297,v=11.813700787401576,r=4073
layer_num=2298,v=11.813858267716537,r=4072
layer_num=2299,v=11.814015748031498,r=4071
layer_num=2300,v=11.814173228346457,r=4070
layer_num=2301,v=11.814330708661418,r=4069
layer_num=2302,v=11.814488188976378,r=4068
layer_num=2303,v=11.81464566929134,r=4067
layer_num=2304,v=11.8148031496063,r=4066
layer_num=2305,v=11.814960629921261,r=4065
layer_num=2306,v=11.815118110236222,r=4064
layer_num=2307,v=11.815275590551181,r=4063
layer_num=2308,v=11.815433070866142,r=4062
layer_num=2309,v=11.815590551181103,r=4061
layer_num=2310,v=11.815748031496064,r=4060
layer_num=2311,v=11.815905511811025,r=4059
layer_num=2312,v=11.816062992125985,r=4058
layer_num=2313,v=11.816220472440946,r=4057
layer_num=2314,v=11.816377952755905,r=4056
layer_num=2315,v=11.816535433070866,r=4055
layer_num=2316,v=11.816692913385827,r=4054
layer_num=2317,v=11.816850393700788,r=4053
layer_num=2318,v=11.817007874015749,r=4052
layer_num=2319,v=11.81716535433071,r=4051
layer_num=2320,v=11.81732283464567,r=4050
layer_num=2321,v=11.81748031496063,r=4049
layer_num=2322,v=11.81763779527559,r=4048
layer_num=2323,v=11.817795275590552,r=4047
layer_num=2324,v=11.817952755905512,r=4046
layer_num=2325,v=11.818110236220473,r=4045
layer_num=2326,v=11.818267716535434,r=4044
layer_num=2327,v=11.818425196850395,r=4043
layer_num=2328,v=11.818582677165354,r=4042
layer_num=2329,v=11.818740157480315,r=4041
layer_num=2330,v=11.818897637795276,r=4040
layer_num=2331,v=11.819055118110237,r=4039
layer_num=2332,v=11.819212598425198,r=4038
layer_num=2333,v=11.819370078740159,r=4037
layer_num=2334,v=11.81952755905512,r=4036
layer_num=2335,v=11.819685039370079,r=4035
layer_num=2336,v=11.81984251968504,r=4034
layer_num=2337,v=11.82,r=4033
layer_num=2338,v=11.820157480314961,r=4032
layer_num=2339,v=11.820314960629922,r=4031
layer_num=2340,v=11.820472440944883,r=4030
layer_num=2341,v=11.820629921259844,r=4029
layer_num=2342,v=11.820787401574805,r=4028
layer_num=2343,v=11.820944881889764,r=4027
layer_num=2344,v=11.821102362204725,r=4026
layer_num=2345,v=11.821259842519686,r=4025
layer_num=2346,v=11.821417322834646,r=4024
layer_num=2347,v=11.821574803149607,r=4023
layer_num=2348,v=11.821732283464568,r=4022
layer_num=2349,v=11.821889763779529,r=4021
layer_num=2350,v=11.822047244094488,r=4020
layer_num=2351,v=11.822204724409449,r=4019
layer_num=2352,v=11.82236220472441,r=4018
layer_num=2353,v=11.82251968503937,r=4017
layer_num=2354,v=11.822677165354332,r=4016
layer_num=2355,v=11.822834645669293,r=4015
layer_num=2356,v=11.822992125984253,r=4014
layer_num=2357,v=11.823149606299213,r=4013
layer_num=2358,v=11.823307086614173,r=4012
layer_num=2359,v=11.823464566929134,r=4011
layer_num=2360,v=11.823622047244095,r=4010
layer_num=2361,v=11.823779527559056,r=4009
layer_num=2362,v=11.823937007874017,r=4008
layer_num=2363,v=11.824094488188978,r=4007
layer_num=2364,v=11.824251968503937,r=4006
layer_num=2365,v=11.824409448818898,r=4005
layer_num=2366,v=11.824566929133859,r=4004
layer_num=2367,v=11.82472440944882,r=4003
layer_num=2368,v=11.82488188976378,r=4002
layer_num=2369,v=11.825039370078741,r=4001
layer_num=2370,v=11.825196850393702,r=4000
layer_num=2371,v=11.825354330708661,r=3999
layer_num=2372,v=11.825511811023622,r=3998
layer_num=2373,v=11.825669291338583,r=3997
layer_num=2374,v=11.825826771653544,r=3996
layer_num=2375,v=11.825984251968505,r=3995
layer_num=2376,v=11.826141732283466,r=3994
layer_num=2377,v=11.826299212598427,r=3993
layer_num=2378,v=11.826456692913386,r=3992
layer_num=2379,v=11.826614173228347,r=3991
layer_num=2380,v=11.826771653543307,r=3990
layer_num=2381,v=11.826929133858268,r=3989
layer_num=2382,v=11.82708661417323,r=3988
layer_num=2383,v=11.82724409448819,r=3987
layer_num=2384,v=11.827401574803151,r=3986
layer_num=2385,v=11.82755905511811,r=3985
layer_num=2386,v=11.82771653543307,r=3984
layer_num=2387,v=11.827874015748032,r=3983
layer_num=2388,v=11.828031496062993,r=3982
layer_num=2389,v=11.828188976377954,r=3981
layer_num=2390,v=11.828346456692914,r=3980
layer_num=2391,v=11.828503937007875,r=3979
layer_num=2392,v=11.828661417322834,r=3978
layer_num=2393,v=11.828818897637795,r=3977
layer_num=2394,v=11.828976377952756,r=3976
layer_num=2395,v=11.829133858267717,r=3975
layer_num=2396,v=11.829291338582678,r=3974
layer_num=2397,v=11.829448818897639,r=3973
layer_num=2398,v=11.8296062992126,r=3972
layer_num=2399,v=11.82976377952756,r=3971
layer_num=2400,v=11.82992125984252,r=3970
layer_num=2401,v=11.83007874015748,r=3969
layer_num=2402,v=11.830236220472441,r=3968
layer_num=2403,v=11.830393700787402,r=3967
layer_num=2404,v=11.830551181102363,r=3966
layer_num=2405,v=11.830708661417324,r=3965
layer_num=2406,v=11.830866141732285,r=3964
layer_num=2407,v=11.831023622047244,r=3963
layer_num=2408,v=11.831181102362205,r=3962
layer_num=2409,v=11.831338582677166,r=3961
layer_num=2410,v=11.831496062992127,r=3960
layer_num=2411,v=11.831653543307088,r=3959
layer_num=2412,v=11.831811023622048,r=3958
layer_num=2413,v=11.83196850393701,r=3957
layer_num=2414,v=11.832125984251968,r=3956
layer_num=2415,v=11.83228346456693,r=3955
layer_num=2416,v=11.83244094488189,r=3954
layer_num=2417,v=11.832598425196851,r=3953
layer_num=2418,v=11.832755905511812,r=3952
layer_num=2419,v=11.832913385826773,r=3951
layer_num=2420,v=11.833070866141734,r=3950
layer_num=2421,v=11.833228346456693,r=3949
layer_num=2422,v=11.833385826771654,r=3948
layer_num=2423,v=11.833543307086615,r=3947
layer_num=2424,v=11.833700787401575,r=3946
layer_num=2425,v=11.833858267716536,r=3945
layer_num=2426,v=11.834015748031497,r=3944
layer_num=2427,v=11.834173228346458,r=3943
layer_num=2428,v=11.834330708661417,r=3942
layer_num=2429,v=11.834488188976378,r=3941
layer_num=2430,v=11.834645669291339,r=3940
layer_num=2431,v=11.8348031496063,r=3939
layer_num=2432,v=11.83496062992126,r=3938
layer_num=2433,v=11.835118110236222,r=3937
layer_num=2434,v=11.835275590551182,r=3936
layer_num=2435,v=11.835433070866141,r=3935
layer_num=2436,v=11.835590551181102,r=3934
layer_num=2437,v=11.835748031496063,r=3933
layer_num=2438,v=11.835905511811024,r=3932
layer_num=2439,v=11.836062992125985,r=3931
layer_num=2440,v=11.836220472440946,r=3930
layer_num=2441,v=11.836377952755907,r=3929
layer_num=2442,v=11.836535433070866,r=3928
layer_num=2443,v=11.836692913385827,r=3927
layer_num=2444,v=11.836850393700788,r=3926
layer_num=2445,v=11.837007874015748,r=3925
layer_num=2446,v=11.83716535433071,r=3924
layer_num=2447,v=11.83732283464567,r=3923
layer_num=2448,v=11.837480314960631,r=3922
layer_num=2449,v=11.837637795275592,r=3921
layer_num=2450,v=11.837795275590551,r=3920
layer_num=2451,v=11.837952755905512,r=3919
layer_num=2452,v=11.838110236220473,r=3918
layer_num=2453,v=11.838267716535434,r=3917
layer_num=2454,v=11.838425196850395,r=3916
layer_num=2455,v=11.838582677165356,r=3915
layer_num=2456,v=11.838740157480316,r=3914
